Year,DayOfWeek,Shift,Country,State,Local,Industry Sector,Accident Severity,Potential Severity,Accident Type,Gender,Age,Employee Type,Critical Risk,Damage Index,Hour Type,Safety Gear,Month
2019,Tuesday,Morning,India,Telangana,Telangana_Local_8,Fertilizers,Minor Injury,Low,Manual Handling,Male,34,Outsider,Manual Tools,3765,Working Hours,Yes,July
2016,Friday,Morning,India,Telangana,Telangana_Local_9,Automobiles,Minor Injury,Low,Fall from Height,Male,32,Third Party,Slip/Trip,5576,Working Hours,No,April
2015,Thursday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_4,Automobiles,Handicapped,Moderate,Electrical Fault,Female,25,Employee,Manual Tools,1991,Overtime,Yes,October
2015,Friday,Afternoon,India,Gujarat,Gujarat_Local_5,Textiles,Minor Injury,Low,Fire,Male,44,Outsider,Slip/Trip,2196,Working Hours,No,March
2017,Monday,Morning,India,Chhattisgarh,Chhattisgarh_Local_3,Pharmaceuticals,Severe Injury,High,Chemical Spill,Female,54,Employee,Gas Leak,3712,Working Hours,Yes,July
2017,Thursday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_2,Electronics,Severe Injury,High,Manual Handling,Male,51,Outsider,Fire/Explosion,2497,Overtime,No,September
2017,Sunday,Night,India,Bihar,Bihar_Local_2,Mining,Fatal,High,Structural Collapse,Male,49,Third Party,Fall from Height,5868,Working Hours,No,April
2016,Saturday,Night,India,Assam,Assam_Local_12,Automobiles,Severe Injury,High,Electrical Fault,Male,26,Employee,Heavy Machinery,5442,Overtime,No,April
2016,Sunday,Afternoon,India,West Bengal,West Bengal_Local_9,Cement,Severe Injury,High,Electrical Fault,Male,43,Employee,Gas Leak,4279,Overtime,Yes,May
2019,Sunday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_6,Cement,Minor Injury,Low,Explosion,Female,41,Third Party,Chemical Exposure,7948,Working Hours,No,October
2018,Wednesday,Night,India,Bihar,Bihar_Local_12,Textiles,Severe Injury,High,Structural Collapse,Male,32,Third Party,Manual Tools,3347,Working Hours,No,November
2018,Sunday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_9,Construction,Fatal,High,Manual Handling,Female,49,Outsider,Fire/Explosion,1081,Overtime,No,May
2020,Saturday,Morning,India,Haryana,Haryana_Local_10,Automobiles,Minor Injury,Low,Chemical Spill,Male,27,Employee,Electric Shock,7728,Working Hours,No,March
2019,Monday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_12,Steel,Fatal,High,Manual Handling,Male,43,Outsider,Gas Leak,6496,Working Hours,Yes,May
2019,Thursday,Night,India,Telangana,Telangana_Local_7,Electronics,Severe Injury,High,Machinery Accident,Female,53,Outsider,Heavy Machinery,5324,Working Hours,No,August
2020,Wednesday,Night,India,West Bengal,West Bengal_Local_14,Cement,Severe Injury,High,Chemical Spill,Female,29,Outsider,Electric Shock,4331,Working Hours,No,April
2020,Wednesday,Morning,India,Haryana,Haryana_Local_3,Construction,Severe Injury,High,Slips/Trips,Female,46,Outsider,Fire/Explosion,574,Overtime,No,April
2018,Thursday,Afternoon,India,Punjab,Punjab_Local_2,Mining,Handicapped,Moderate,Explosion,Male,38,Third Party,Fire/Explosion,8097,Working Hours,Yes,December
2020,Monday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_13,Fertilizers,Fatal,High,Electrical Fault,Female,28,Third Party,Electric Shock,9787,Working Hours,Yes,May
2017,Wednesday,Night,India,Odisha,Odisha_Local_2,Fertilizers,Handicapped,Moderate,Slips/Trips,Female,54,Outsider,Fall from Height,359,Overtime,Yes,November
2015,Friday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_6,Steel,Severe Injury,High,Electrical Fault,Male,27,Third Party,Fire/Explosion,2169,Working Hours,No,January
2017,Monday,Afternoon,India,Maharashtra,Maharashtra_Local_14,Fertilizers,Handicapped,Moderate,Chemical Spill,Male,31,Third Party,Fall from Height,7118,Working Hours,No,August
2016,Wednesday,Night,India,Punjab,Punjab_Local_2,Textiles,Handicapped,Moderate,Manual Handling,Female,34,Outsider,Mechanical Impact,5063,Overtime,No,November
2020,Thursday,Morning,India,Telangana,Telangana_Local_5,Mining,Handicapped,Moderate,Explosion,Male,47,Third Party,Manual Tools,7227,Working Hours,No,December
2018,Saturday,Afternoon,India,Haryana,Haryana_Local_4,Cement,Severe Injury,High,Slips/Trips,Female,30,Outsider,Manual Tools,9214,Working Hours,No,May
2015,Friday,Afternoon,India,Odisha,Odisha_Local_15,Construction,Severe Injury,High,Structural Collapse,Male,53,Outsider,Mechanical Impact,6524,Working Hours,No,June
2016,Tuesday,Afternoon,India,Haryana,Haryana_Local_1,Construction,Minor Injury,Low,Structural Collapse,Female,26,Third Party,Mechanical Impact,192,Working Hours,No,September
2016,Tuesday,Night,India,Tamil Nadu,Tamil Nadu_Local_8,Petrochemicals,Handicapped,Moderate,Structural Collapse,Male,45,Outsider,Fall from Height,3078,Working Hours,Yes,December
2020,Wednesday,Morning,India,Chhattisgarh,Chhattisgarh_Local_11,Textiles,Severe Injury,High,Electrical Fault,Male,41,Outsider,Pressure Systems,7591,Overtime,No,February
2016,Saturday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_5,Cement,Severe Injury,High,Manual Handling,Female,44,Employee,Heavy Machinery,2755,Overtime,Yes,June
2019,Thursday,Morning,India,Karnataka,Karnataka_Local_2,Fertilizers,Handicapped,Moderate,Fire,Female,31,Employee,Fire/Explosion,2995,Working Hours,No,January
2016,Friday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_15,Pharmaceuticals,Severe Injury,High,Fire,Male,50,Third Party,Fall from Height,3063,Overtime,No,May
2017,Saturday,Night,India,Chhattisgarh,Chhattisgarh_Local_11,Cement,Fatal,High,Manual Handling,Female,31,Third Party,Electric Shock,9983,Overtime,No,June
2020,Wednesday,Afternoon,India,Haryana,Haryana_Local_4,Mining,Fatal,High,Structural Collapse,Male,55,Outsider,Fall from Height,5228,Overtime,No,October
2015,Wednesday,Night,India,Telangana,Telangana_Local_3,Automobiles,Severe Injury,High,Vehicle Collision,Male,46,Third Party,Gas Leak,8638,Overtime,Yes,April
2015,Tuesday,Afternoon,India,Maharashtra,Maharashtra_Local_9,Construction,Handicapped,Moderate,Manual Handling,Male,51,Outsider,Heavy Machinery,2185,Working Hours,Yes,March
2017,Sunday,Afternoon,India,Rajasthan,Rajasthan_Local_13,Electronics,Handicapped,Moderate,Machinery Accident,Male,56,Outsider,Electric Shock,7879,Working Hours,No,November
2020,Sunday,Afternoon,India,Telangana,Telangana_Local_13,Construction,Minor Injury,Low,Structural Collapse,Male,38,Outsider,Gas Leak,1443,Overtime,No,September
2018,Thursday,Morning,India,Assam,Assam_Local_8,Construction,Minor Injury,Low,Manual Handling,Male,39,Outsider,Fire/Explosion,3001,Working Hours,Yes,March
2017,Sunday,Afternoon,India,Odisha,Odisha_Local_1,Mining,Severe Injury,High,Structural Collapse,Male,50,Third Party,Chemical Exposure,5151,Overtime,No,May
2015,Thursday,Afternoon,India,West Bengal,West Bengal_Local_3,Fertilizers,Severe Injury,High,Fire,Female,56,Employee,Gas Leak,905,Working Hours,No,May
2016,Friday,Night,India,Telangana,Telangana_Local_8,Electronics,Minor Injury,Low,Manual Handling,Male,43,Outsider,Electric Shock,7020,Working Hours,No,September
2018,Friday,Morning,India,Odisha,Odisha_Local_2,Mining,Fatal,High,Fall from Height,Female,41,Outsider,Gas Leak,4765,Working Hours,No,February
2017,Friday,Morning,India,Punjab,Punjab_Local_4,Pharmaceuticals,Minor Injury,Low,Machinery Accident,Female,47,Employee,Manual Tools,6885,Working Hours,Yes,October
2016,Wednesday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_15,Steel,Severe Injury,High,Manual Handling,Female,43,Outsider,Gas Leak,1092,Working Hours,Yes,December
2019,Monday,Morning,India,Chhattisgarh,Chhattisgarh_Local_7,Fertilizers,Minor Injury,Low,Explosion,Male,52,Third Party,Slip/Trip,5058,Working Hours,No,February
2017,Friday,Afternoon,India,Karnataka,Karnataka_Local_6,Petrochemicals,Minor Injury,Low,Fire,Male,32,Outsider,Fall from Height,2671,Working Hours,Yes,October
2020,Wednesday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_10,Mining,Severe Injury,High,Structural Collapse,Male,26,Employee,Fire/Explosion,818,Overtime,No,August
2016,Saturday,Morning,India,Chhattisgarh,Chhattisgarh_Local_11,Mining,Severe Injury,High,Manual Handling,Male,56,Employee,Slip/Trip,8161,Working Hours,No,October
2016,Tuesday,Morning,India,Karnataka,Karnataka_Local_11,Automobiles,Minor Injury,Low,Manual Handling,Male,36,Outsider,Heavy Machinery,9568,Working Hours,No,March
2017,Thursday,Night,India,Tamil Nadu,Tamil Nadu_Local_12,Steel,Severe Injury,High,Manual Handling,Male,35,Employee,Slip/Trip,6072,Working Hours,No,January
2020,Sunday,Night,India,Haryana,Haryana_Local_6,Steel,Minor Injury,Low,Electrical Fault,Male,33,Third Party,Slip/Trip,1790,Overtime,Yes,January
2018,Tuesday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_14,Construction,Minor Injury,Low,Fall from Height,Male,26,Employee,Mechanical Impact,8216,Working Hours,No,July
2018,Sunday,Afternoon,India,Odisha,Odisha_Local_10,Fertilizers,Fatal,High,Slips/Trips,Male,49,Outsider,Pressure Systems,253,Working Hours,Yes,January
2017,Sunday,Afternoon,India,Odisha,Odisha_Local_12,Pharmaceuticals,Minor Injury,Low,Machinery Accident,Female,35,Outsider,Chemical Exposure,5950,Working Hours,No,December
2016,Thursday,Morning,India,Haryana,Haryana_Local_6,Cement,Handicapped,Moderate,Chemical Spill,Male,41,Outsider,Fire/Explosion,4667,Working Hours,No,November
2016,Monday,Night,India,Assam,Assam_Local_3,Steel,Severe Injury,High,Structural Collapse,Female,28,Third Party,Electric Shock,5878,Working Hours,No,April
2016,Sunday,Morning,India,Odisha,Odisha_Local_8,Mining,Severe Injury,High,Fall from Height,Male,44,Third Party,Slip/Trip,8931,Working Hours,No,September
2017,Friday,Morning,India,Punjab,Punjab_Local_13,Electronics,Minor Injury,Low,Electrical Fault,Female,40,Third Party,Fire/Explosion,5430,Working Hours,Yes,March
2018,Saturday,Morning,India,Rajasthan,Rajasthan_Local_6,Petrochemicals,Fatal,High,Fire,Female,55,Outsider,Gas Leak,5896,Working Hours,No,June
2017,Thursday,Morning,India,Rajasthan,Rajasthan_Local_11,Steel,Severe Injury,High,Electrical Fault,Male,35,Outsider,Manual Tools,7992,Overtime,No,October
2016,Thursday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_9,Steel,Severe Injury,High,Slips/Trips,Male,30,Outsider,Chemical Exposure,6532,Working Hours,No,May
2016,Wednesday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_6,Construction,Minor Injury,Low,Structural Collapse,Male,30,Outsider,Gas Leak,4202,Working Hours,No,March
2019,Monday,Night,India,Rajasthan,Rajasthan_Local_4,Fertilizers,Severe Injury,High,Fire,Male,50,Outsider,Fire/Explosion,9970,Working Hours,No,June
2015,Tuesday,Morning,India,Maharashtra,Maharashtra_Local_7,Steel,Severe Injury,High,Electrical Fault,Male,25,Outsider,Gas Leak,9790,Working Hours,No,December
2017,Friday,Morning,India,West Bengal,West Bengal_Local_9,Textiles,Severe Injury,High,Structural Collapse,Male,39,Outsider,Slip/Trip,8559,Working Hours,No,August
2015,Saturday,Morning,India,Rajasthan,Rajasthan_Local_10,Pharmaceuticals,Fatal,High,Chemical Spill,Male,51,Outsider,Electric Shock,6573,Working Hours,No,August
2020,Monday,Morning,India,Telangana,Telangana_Local_7,Textiles,Minor Injury,Low,Structural Collapse,Male,54,Outsider,Electric Shock,4115,Working Hours,Yes,July
2015,Saturday,Afternoon,India,Odisha,Odisha_Local_14,Pharmaceuticals,Minor Injury,Low,Vehicle Collision,Male,29,Employee,Electric Shock,1118,Working Hours,Yes,March
2019,Sunday,Night,India,Rajasthan,Rajasthan_Local_3,Textiles,Severe Injury,High,Structural Collapse,Female,27,Outsider,Fall from Height,2402,Overtime,No,November
2016,Thursday,Afternoon,India,Gujarat,Gujarat_Local_3,Petrochemicals,Severe Injury,High,Fire,Male,37,Third Party,Fall from Height,9506,Working Hours,Yes,June
2020,Friday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_13,Textiles,Severe Injury,High,Structural Collapse,Male,52,Outsider,Fall from Height,5226,Working Hours,No,May
2017,Monday,Morning,India,Maharashtra,Maharashtra_Local_12,Textiles,Handicapped,Moderate,Electrical Fault,Male,42,Employee,Gas Leak,353,Working Hours,Yes,July
2016,Tuesday,Morning,India,Maharashtra,Maharashtra_Local_12,Steel,Minor Injury,Low,Machinery Accident,Male,35,Outsider,Manual Tools,9284,Working Hours,Yes,March
2016,Saturday,Night,India,Gujarat,Gujarat_Local_1,Steel,Severe Injury,High,Slips/Trips,Male,51,Employee,Slip/Trip,6962,Working Hours,No,May
2017,Monday,Morning,India,Rajasthan,Rajasthan_Local_2,Petrochemicals,Minor Injury,Low,Chemical Spill,Female,48,Outsider,Fire/Explosion,915,Working Hours,No,November
2018,Saturday,Morning,India,Bihar,Bihar_Local_12,Electronics,Handicapped,Moderate,Machinery Accident,Male,49,Outsider,Slip/Trip,8755,Overtime,No,November
2016,Monday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_2,Cement,Fatal,High,Chemical Spill,Female,53,Third Party,Gas Leak,3515,Working Hours,No,December
2016,Thursday,Night,India,Gujarat,Gujarat_Local_1,Automobiles,Fatal,High,Vehicle Collision,Female,40,Third Party,Fall from Height,6396,Working Hours,No,December
2015,Tuesday,Morning,India,Assam,Assam_Local_3,Textiles,Severe Injury,High,Machinery Accident,Male,47,Outsider,Chemical Exposure,8270,Overtime,No,January
2019,Wednesday,Night,India,West Bengal,West Bengal_Local_7,Petrochemicals,Fatal,High,Manual Handling,Male,40,Outsider,Gas Leak,9215,Overtime,Yes,April
2020,Sunday,Morning,India,Odisha,Odisha_Local_6,Electronics,Severe Injury,High,Machinery Accident,Male,30,Employee,Fire/Explosion,9296,Working Hours,No,March
2015,Wednesday,Morning,India,Maharashtra,Maharashtra_Local_8,Fertilizers,Minor Injury,Low,Fire,Female,36,Third Party,Fire/Explosion,7705,Working Hours,No,January
2015,Wednesday,Morning,India,Telangana,Telangana_Local_9,Petrochemicals,Handicapped,Moderate,Vehicle Collision,Male,43,Outsider,Slip/Trip,3441,Overtime,Yes,July
2018,Sunday,Night,India,Assam,Assam_Local_5,Cement,Severe Injury,High,Manual Handling,Male,47,Third Party,Mechanical Impact,739,Working Hours,No,August
2017,Thursday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_7,Steel,Minor Injury,Low,Fire,Male,41,Third Party,Slip/Trip,9786,Working Hours,No,March
2015,Saturday,Night,India,Assam,Assam_Local_3,Textiles,Severe Injury,High,Manual Handling,Male,41,Employee,Chemical Exposure,3264,Overtime,Yes,June
2018,Saturday,Night,India,Odisha,Odisha_Local_3,Steel,Minor Injury,Low,Structural Collapse,Female,46,Outsider,Fall from Height,5805,Overtime,No,October
2019,Wednesday,Afternoon,India,Gujarat,Gujarat_Local_4,Textiles,Minor Injury,Low,Chemical Spill,Female,48,Third Party,Heavy Machinery,3481,Working Hours,Yes,December
2020,Sunday,Night,India,Rajasthan,Rajasthan_Local_6,Steel,Severe Injury,High,Slips/Trips,Male,43,Employee,Chemical Exposure,4661,Overtime,Yes,June
2017,Sunday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_15,Fertilizers,Minor Injury,Low,Slips/Trips,Male,45,Third Party,Slip/Trip,6898,Overtime,Yes,October
2016,Thursday,Morning,India,Gujarat,Gujarat_Local_3,Cement,Fatal,High,Structural Collapse,Male,28,Outsider,Gas Leak,8525,Working Hours,Yes,April
2019,Saturday,Night,India,Rajasthan,Rajasthan_Local_4,Construction,Fatal,High,Structural Collapse,Female,39,Outsider,Chemical Exposure,2629,Working Hours,No,May
2017,Monday,Afternoon,India,Karnataka,Karnataka_Local_9,Petrochemicals,Minor Injury,Low,Slips/Trips,Female,26,Outsider,Chemical Exposure,44,Working Hours,Yes,October
2015,Thursday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_5,Pharmaceuticals,Minor Injury,Low,Fire,Male,37,Third Party,Electric Shock,4563,Working Hours,No,July
2016,Tuesday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_10,Construction,Severe Injury,High,Fall from Height,Male,50,Outsider,Heavy Machinery,6817,Working Hours,No,January
2015,Thursday,Morning,India,Punjab,Punjab_Local_12,Electronics,Minor Injury,Low,Manual Handling,Male,50,Third Party,Pressure Systems,6889,Working Hours,No,December
2019,Thursday,Morning,India,Bihar,Bihar_Local_1,Textiles,Severe Injury,High,Vehicle Collision,Male,45,Employee,Mechanical Impact,6072,Overtime,Yes,June
2016,Tuesday,Afternoon,India,Telangana,Telangana_Local_1,Electronics,Severe Injury,High,Explosion,Male,47,Third Party,Heavy Machinery,4523,Working Hours,Yes,June
2016,Wednesday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_4,Steel,Fatal,High,Explosion,Male,42,Outsider,Gas Leak,2812,Working Hours,Yes,December
2017,Friday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_5,Textiles,Handicapped,Moderate,Fire,Male,38,Outsider,Chemical Exposure,3338,Overtime,Yes,February
2016,Saturday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_11,Electronics,Handicapped,Moderate,Electrical Fault,Female,48,Employee,Electric Shock,7051,Working Hours,No,February
2020,Thursday,Afternoon,India,Punjab,Punjab_Local_2,Pharmaceuticals,Minor Injury,Low,Electrical Fault,Male,27,Third Party,Manual Tools,96,Working Hours,No,August
2017,Friday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_9,Fertilizers,Handicapped,Moderate,Machinery Accident,Male,47,Outsider,Chemical Exposure,859,Overtime,No,August
2019,Tuesday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_12,Textiles,Minor Injury,Low,Structural Collapse,Male,44,Outsider,Gas Leak,3874,Working Hours,No,February
2015,Saturday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_1,Cement,Severe Injury,High,Structural Collapse,Male,56,Outsider,Mechanical Impact,4816,Working Hours,No,April
2019,Tuesday,Afternoon,India,Maharashtra,Maharashtra_Local_14,Mining,Fatal,High,Structural Collapse,Female,29,Employee,Slip/Trip,820,Overtime,No,November
2015,Sunday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_9,Pharmaceuticals,Fatal,High,Electrical Fault,Male,27,Third Party,Slip/Trip,6069,Overtime,No,October
2016,Sunday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_4,Mining,Fatal,High,Fall from Height,Male,48,Outsider,Chemical Exposure,9035,Overtime,No,September
2016,Thursday,Morning,India,Maharashtra,Maharashtra_Local_7,Pharmaceuticals,Minor Injury,Low,Fire,Male,35,Third Party,Fall from Height,3244,Working Hours,Yes,November
2019,Wednesday,Morning,India,Punjab,Punjab_Local_7,Steel,Minor Injury,Low,Machinery Accident,Male,46,Third Party,Pressure Systems,9026,Working Hours,Yes,February
2020,Sunday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_7,Pharmaceuticals,Minor Injury,Low,Fire,Male,56,Outsider,Pressure Systems,2848,Working Hours,Yes,December
2017,Thursday,Afternoon,India,Punjab,Punjab_Local_13,Mining,Fatal,High,Manual Handling,Male,31,Outsider,Slip/Trip,3025,Overtime,Yes,January
2015,Thursday,Night,India,Bihar,Bihar_Local_8,Steel,Minor Injury,Low,Structural Collapse,Male,52,Outsider,Electric Shock,189,Overtime,No,November
2020,Friday,Night,India,Bihar,Bihar_Local_15,Fertilizers,Severe Injury,High,Chemical Spill,Male,31,Outsider,Fall from Height,87,Overtime,Yes,November
2016,Thursday,Night,India,Gujarat,Gujarat_Local_6,Mining,Fatal,High,Slips/Trips,Female,52,Third Party,Gas Leak,3945,Working Hours,Yes,April
2016,Sunday,Afternoon,India,Rajasthan,Rajasthan_Local_12,Cement,Minor Injury,Low,Chemical Spill,Female,35,Outsider,Mechanical Impact,7408,Overtime,Yes,January
2017,Tuesday,Morning,India,Bihar,Bihar_Local_9,Steel,Minor Injury,Low,Manual Handling,Male,49,Outsider,Manual Tools,8642,Working Hours,No,January
2017,Tuesday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_5,Steel,Handicapped,Moderate,Structural Collapse,Male,40,Employee,Slip/Trip,3642,Overtime,No,August
2018,Tuesday,Afternoon,India,Assam,Assam_Local_9,Petrochemicals,Severe Injury,High,Chemical Spill,Male,37,Outsider,Slip/Trip,4283,Working Hours,No,May
2017,Wednesday,Afternoon,India,Punjab,Punjab_Local_7,Cement,Minor Injury,Low,Structural Collapse,Male,35,Outsider,Manual Tools,2205,Working Hours,No,March
